,t(min),Te[K],Tc[K],dT[K],P[bar],Q[W],TR[K/W],alpha,beta,phase,Fluid
0,00:00:00,307.75,307.4,0.3500000000000014,0.4799603232799422,120,0.0029166666666666785,90,0,1,DI_Water
1,00:00:05,307.95,307.4,0.5499999999999972,0.4799603232799422,120,0.00458333333333331,90,0,1,DI_Water
2,00:00:10,307.75,307.4,0.3500000000000014,0.4799603232799422,120,0.0029166666666666785,90,0,1,DI_Water
3,00:00:15,307.95,307.4,0.5499999999999972,0.4799603232799422,120,0.00458333333333331,90,0,1,DI_Water
4,00:00:20,307.75,307.15,0.6000000000000014,0.4799603232799422,120,0.005000000000000012,90,0,1,DI_Water
5,00:00:25,307.75,307.4,0.3500000000000014,0.4799603232799422,120,0.0029166666666666785,90,0,1,DI_Water
6,00:00:30,307.75,307.15,0.6000000000000014,0.4799603232799422,120,0.005000000000000012,90,0,1,DI_Water
7,00:00:35,307.75,307.65,0.10000000000000142,0.4799603232799422,120,0.0008333333333333452,90,0,1,DI_Water
8,00:00:40,308.15,307.4,0.75,0.4799603232799422,120,0.00625,90,0,1,DI_Water
9,00:00:45,307.95,307.65,0.29999999999999716,0.4799603232799422,120,0.002499999999999976,90,0,1,DI_Water
10,00:00:50,307.95,307.15,0.7999999999999972,0.4799603232799422,120,0.006666666666666643,90,0,1,DI_Water
11,00:00:55,308.15,307.4,0.75,0.4799603232799422,120,0.00625,90,0,1,DI_Water
12,00:01:00,308.15,307.65,0.5,0.4799603232799422,120,0.004166666666666667,90,0,1,DI_Water
13,00:01:05,308.34999999999997,307.4,0.9500000000000028,0.4799603232799422,120,0.00791666666666669,90,0,1,DI_Water
14,00:01:10,308.54999999999995,307.15,1.3999999999999986,0.4799603232799422,120,0.011666666666666655,90,0,1,DI_Water
15,00:01:15,308.34999999999997,307.4,0.9500000000000028,0.4799603232799422,120,0.00791666666666669,90,0,1,DI_Water
16,00:01:20,308.95,307.65,1.2999999999999972,0.4799603232799422,120,0.01083333333333331,90,0,1,DI_Water
17,00:01:25,308.75,307.4,1.3500000000000014,0.4799603232799422,120,0.011250000000000012,90,0,1,DI_Water
18,00:01:30,309.15,307.65,1.5,0.4799603232799422,120,0.0125,90,0,1,DI_Water
19,00:01:35,309.15,307.4,1.75,0.4799603232799422,120,0.014583333333333334,90,0,1,DI_Water
20,00:01:40,309.34999999999997,307.4,1.9500000000000028,0.4799603232799422,120,0.016250000000000025,90,0,1,DI_Water
21,00:01:45,309.95,307.65,2.299999999999997,0.4799603232799422,120,0.019166666666666644,90,0,1,DI_Water
22,00:01:50,309.95,307.65,2.299999999999997,0.4799603232799422,120,0.019166666666666644,90,0,1,DI_Water
23,00:01:55,310.15,307.9,2.25,0.4799603232799422,120,0.01875,90,0,1,DI_Water
24,00:02:00,310.34999999999997,307.65,2.700000000000003,0.4799603232799422,120,0.022500000000000023,90,0,1,DI_Water
25,00:02:05,310.95,307.65,3.299999999999997,0.4799603232799422,120,0.027499999999999976,90,0,1,DI_Water
26,00:02:10,310.95,307.65,3.299999999999997,0.4799603232799422,120,0.027499999999999976,90,0,1,DI_Water
27,00:02:15,311.54999999999995,308.15,3.3999999999999986,0.4799603232799422,120,0.02833333333333332,90,0,1,DI_Water
28,00:02:20,311.95,307.9,4.049999999999997,0.4799603232799422,120,0.033749999999999974,90,0,1,DI_Water
29,00:02:25,312.34999999999997,308.15,4.200000000000003,0.4799603232799422,120,0.035000000000000024,90,0,1,DI_Water
30,00:02:30,312.75,308.15,4.600000000000001,0.4799603232799422,120,0.038333333333333344,90,0,1,DI_Water
31,00:02:35,312.95,308.4,4.549999999999997,0.4799603232799422,120,0.03791666666666664,90,0,1,DI_Water
32,00:02:40,313.75,308.65,5.100000000000001,0.4799603232799422,120,0.04250000000000001,90,0,1,DI_Water
33,00:02:45,313.75,308.4,5.350000000000001,0.4799603232799422,120,0.04458333333333334,90,0,1,DI_Water
