,t(min),Te[K],Tc[K],dT[K],P[bar],Q[W],TR[K/W],alpha,beta,phase
0,00:00:00,308.54999999999995,307.15,1.3999999999999986,0.3799685892632876,40,0.03499999999999996,90,0,1
1,00:00:05,308.54999999999995,307.15,1.3999999999999986,0.3799685892632876,40,0.03499999999999996,90,0,1
2,00:00:10,308.75,307.15,1.6000000000000014,0.3799685892632876,40,0.040000000000000036,90,0,1
3,00:00:15,308.54999999999995,307.15,1.3999999999999986,0.3799685892632876,40,0.03499999999999996,90,0,1
4,00:00:20,308.54999999999995,307.15,1.3999999999999986,0.3799685892632876,40,0.03499999999999996,90,0,1
5,00:00:25,308.75,307.15,1.6000000000000014,0.3799685892632876,40,0.040000000000000036,90,0,1
6,00:00:30,308.54999999999995,307.15,1.3999999999999986,0.3799685892632876,40,0.03499999999999996,90,0,1
7,00:00:35,308.54999999999995,307.15,1.3999999999999986,0.3799685892632876,40,0.03499999999999996,90,0,1
8,00:00:40,308.54999999999995,306.9,1.6499999999999986,0.3799685892632876,40,0.04124999999999997,90,0,1
9,00:00:45,308.54999999999995,307.15,1.3999999999999986,0.3799685892632876,40,0.03499999999999996,90,0,1
10,00:00:50,308.75,307.15,1.6000000000000014,0.3799685892632876,40,0.040000000000000036,90,0,1
11,00:00:55,308.95,306.9,2.049999999999997,0.3799685892632876,40,0.05124999999999993,90,0,1
12,00:01:00,308.75,307.15,1.6000000000000014,0.3799685892632876,40,0.040000000000000036,90,0,1
13,00:01:05,308.75,307.15,1.6000000000000014,0.3799685892632876,40,0.040000000000000036,90,0,1
14,00:01:10,309.15,307.15,2.0,0.3799685892632876,40,0.05,90,0,1
15,00:01:15,308.75,307.15,1.6000000000000014,0.3799685892632876,40,0.040000000000000036,90,0,1
16,00:01:20,309.15,306.9,2.25,0.3799685892632876,40,0.05625,90,0,1
17,00:01:25,308.95,307.15,1.7999999999999972,0.3799685892632876,40,0.04499999999999993,90,0,1
18,00:01:30,309.15,307.15,2.0,0.3799685892632876,40,0.05,90,0,1
19,00:01:35,309.15,307.15,2.0,0.3799685892632876,40,0.05,90,0,1
20,00:01:40,309.34999999999997,307.15,2.200000000000003,0.3799685892632876,40,0.05500000000000007,90,0,1
21,00:01:45,309.54999999999995,307.15,2.3999999999999986,0.3799685892632876,40,0.05999999999999996,90,0,1
22,00:01:50,309.54999999999995,307.15,2.3999999999999986,0.3799685892632876,40,0.05999999999999996,90,0,1
23,00:01:55,309.75,306.9,2.8500000000000014,0.3799685892632876,40,0.07125000000000004,90,0,1
24,00:02:00,309.54999999999995,307.15,2.3999999999999986,0.3799685892632876,40,0.05999999999999996,90,0,1
25,00:02:05,309.95,307.15,2.799999999999997,0.3799685892632876,40,0.06999999999999992,90,0,1
26,00:02:10,309.95,307.15,2.799999999999997,0.3799685892632876,40,0.06999999999999992,90,0,1
27,00:02:15,310.15,307.15,3.0,0.3799685892632876,40,0.075,90,0,1
28,00:02:20,310.34999999999997,307.15,3.200000000000003,0.3799685892632876,40,0.08000000000000007,90,0,1
29,00:02:25,310.34999999999997,307.4,2.950000000000003,0.3799685892632876,40,0.07375000000000007,90,0,1
30,00:02:30,310.54999999999995,307.15,3.3999999999999986,0.3799685892632876,40,0.08499999999999996,90,0,1
31,00:02:35,310.34999999999997,307.15,3.200000000000003,0.3799685892632876,40,0.08000000000000007,90,0,1
32,00:02:40,310.75,307.4,3.3500000000000014,0.3799685892632876,40,0.08375000000000003,90,0,1
33,00:02:45,310.95,307.15,3.799999999999997,0.3799685892632876,40,0.09499999999999993,90,0,1
34,00:02:50,311.15,307.15,4.0,0.3799685892632876,40,0.1,90,0,1
35,00:02:55,311.15,307.15,4.0,0.3799685892632876,40,0.1,90,0,1
36,00:03:00,311.15,307.4,3.75,0.3799685892632876,40,0.09375,90,0,1
37,00:03:05,311.54999999999995,307.65,3.8999999999999986,0.3799685892632876,40,0.09749999999999996,90,0,1
38,00:03:10,311.75,307.65,4.100000000000001,0.3799685892632876,40,0.10250000000000004,90,0,1
39,00:03:15,312.15,307.65,4.5,0.3799685892632876,40,0.1125,90,0,1
40,00:03:20,312.15,308.65,3.5,0.3799685892632876,40,0.0875,90,0,1
41,00:03:25,311.95,307.65,4.299999999999997,0.3799685892632876,40,0.10749999999999993,90,0,1
42,00:03:30,312.15,307.65,4.5,0.3799685892632876,40,0.1125,90,0,1
43,00:03:35,312.34999999999997,307.65,4.700000000000003,0.3799685892632876,40,0.11750000000000008,90,0,1
44,00:03:40,312.54999999999995,307.65,4.899999999999999,0.3799685892632876,40,0.12249999999999997,90,0,1
45,00:03:45,312.54999999999995,307.65,4.899999999999999,0.3799685892632876,40,0.12249999999999997,90,0,1
46,00:03:50,312.75,307.9,4.850000000000001,0.3799685892632876,40,0.12125000000000004,90,0,1
47,00:03:55,312.95,307.9,5.049999999999997,0.3799685892632876,40,0.12624999999999992,90,0,1
48,00:04:00,313.15,308.65,4.5,0.3799685892632876,40,0.1125,90,0,1
49,00:04:05,314.54999999999995,308.4,6.149999999999999,0.3799685892632876,40,0.15374999999999997,90,0,1
50,00:04:10,313.75,307.65,6.100000000000001,0.3799685892632876,40,0.15250000000000002,90,0,1
51,00:04:15,313.54999999999995,307.9,5.649999999999999,0.3799685892632876,40,0.14124999999999996,90,0,1
52,00:04:20,313.75,307.9,5.850000000000001,0.3799685892632876,40,0.14625000000000005,90,0,1
53,00:04:25,313.95,307.9,6.049999999999997,0.3799685892632876,40,0.15124999999999994,90,0,1
54,00:04:30,314.15,307.9,6.25,0.3799685892632876,40,0.15625,90,0,1
55,00:04:35,314.15,308.4,5.75,0.3799685892632876,40,0.14375,90,0,1
56,00:04:40,314.54999999999995,307.9,6.649999999999999,0.3799685892632876,40,0.16624999999999995,90,0,1
57,00:04:45,314.95,307.9,7.049999999999997,0.3799685892632876,40,0.17624999999999993,90,0,1
58,00:04:50,314.75,308.4,6.350000000000001,0.3799685892632876,40,0.15875000000000003,90,0,1
59,00:04:55,315.15,308.4,6.75,0.3799685892632876,40,0.16875,90,0,1
60,00:05:00,315.34999999999997,308.65,6.700000000000003,0.3799685892632876,40,0.16750000000000007,90,0,1
61,00:05:05,315.34999999999997,308.65,6.700000000000003,0.3799685892632876,40,0.16750000000000007,90,0,1
62,00:05:10,315.34999999999997,308.65,6.700000000000003,0.3799685892632876,40,0.16750000000000007,90,0,1
63,00:05:15,315.54999999999995,308.9,6.649999999999999,0.3799685892632876,40,0.16624999999999995,90,0,1
64,00:05:20,315.75,308.9,6.850000000000001,0.3799685892632876,40,0.17125000000000004,90,0,1
65,00:05:25,315.54999999999995,308.9,6.649999999999999,0.3799685892632876,40,0.16624999999999995,90,0,1
66,00:05:30,316.15,308.9,7.25,0.3799685892632876,40,0.18125,90,0,1
67,00:05:35,316.34999999999997,308.9,7.450000000000003,0.3799685892632876,40,0.18625000000000008,90,0,1
68,00:05:40,316.34999999999997,308.9,7.450000000000003,0.3799685892632876,40,0.18625000000000008,90,0,1
69,00:05:45,316.54999999999995,308.9,7.649999999999999,0.3799685892632876,40,0.19124999999999998,90,0,1
70,00:05:50,316.54999999999995,309.15,7.399999999999999,0.3799685892632876,40,0.18499999999999997,90,0,1
71,00:05:55,316.75,309.4,7.350000000000001,0.3799685892632876,40,0.18375000000000002,90,0,1
72,00:06:00,316.95,309.4,7.549999999999997,0.3799685892632876,40,0.18874999999999992,90,0,1
73,00:06:05,316.95,309.4,7.549999999999997,0.3799685892632876,40,0.18874999999999992,90,0,1
74,00:06:10,317.54999999999995,309.65,7.899999999999999,0.3799685892632876,40,0.19749999999999995,90,0,1
75,00:06:15,317.54999999999995,309.4,8.149999999999999,0.3799685892632876,40,0.20374999999999996,90,0,1
76,00:06:20,317.75,309.65,8.100000000000001,0.3799685892632876,40,0.20250000000000004,90,0,1
77,00:06:25,317.95,309.65,8.299999999999997,0.3799685892632876,40,0.20749999999999993,90,0,1
78,00:06:30,317.95,309.65,8.299999999999997,0.3799685892632876,40,0.20749999999999993,90,0,1
79,00:06:35,317.95,309.65,8.299999999999997,0.3799685892632876,40,0.20749999999999993,90,0,1
80,00:06:40,318.15,309.9,8.25,0.3799685892632876,40,0.20625,90,0,1
81,00:06:45,318.15,309.65,8.5,0.3799685892632876,40,0.2125,90,0,1
82,00:06:50,318.34999999999997,309.65,8.700000000000003,0.3799685892632876,40,0.21750000000000008,90,0,1
83,00:06:55,318.54999999999995,309.9,8.649999999999999,0.3799685892632876,40,0.21624999999999997,90,0,1
84,00:07:00,318.54999999999995,309.9,8.649999999999999,0.3799685892632876,40,0.21624999999999997,90,0,1
85,00:07:05,318.54999999999995,309.9,8.649999999999999,0.3799685892632876,40,0.21624999999999997,90,0,1
86,00:07:10,319.15,310.4,8.75,0.3799685892632876,40,0.21875,90,0,1
87,00:07:15,319.15,309.9,9.25,0.3799685892632876,40,0.23125,90,0,1
88,00:07:20,319.34999999999997,310.65,8.700000000000003,0.3799685892632876,40,0.21750000000000008,90,0,1
89,00:07:25,319.54999999999995,310.65,8.899999999999999,0.3799685892632876,40,0.22249999999999998,90,0,1
90,00:07:30,319.54999999999995,310.65,8.899999999999999,0.3799685892632876,40,0.22249999999999998,90,0,1
