,t(min),Te[K],Tc[K],dT[K],P[bar],Q[W],TR[K/W],alpha,beta,phase
0,00:00:00,305.34999999999997,305.15,0.20000000000000284,0.4132991672688391,80,0.0025000000000000356,90,0,1
1,00:00:05,305.34999999999997,305.15,0.20000000000000284,0.4132991672688391,80,0.0025000000000000356,90,0,1
2,00:00:10,305.34999999999997,305.15,0.20000000000000284,0.4132991672688391,80,0.0025000000000000356,90,0,1
3,00:00:15,305.34999999999997,305.15,0.20000000000000284,0.4132991672688391,80,0.0025000000000000356,90,0,1
4,00:00:20,305.34999999999997,305.15,0.20000000000000284,0.4132991672688391,80,0.0025000000000000356,90,0,1
5,00:00:25,305.34999999999997,305.15,0.20000000000000284,0.4132991672688391,80,0.0025000000000000356,90,0,1
6,00:00:30,305.34999999999997,305.15,0.20000000000000284,0.4132991672688391,80,0.0025000000000000356,90,0,1
7,00:00:35,305.34999999999997,305.15,0.20000000000000284,0.4132991672688391,80,0.0025000000000000356,90,0,1
8,00:00:40,305.75,305.4,0.3500000000000014,0.4132991672688391,80,0.004375000000000018,90,0,1
9,00:00:45,305.34999999999997,305.15,0.20000000000000284,0.4132991672688391,80,0.0025000000000000356,90,0,1
10,00:00:50,305.75,305.15,0.6000000000000014,0.4132991672688391,80,0.007500000000000018,90,0,1
11,00:00:55,305.95,305.4,0.5499999999999972,0.4132991672688391,80,0.0068749999999999645,90,0,1
12,00:01:00,305.95,305.4,0.5499999999999972,0.4132991672688391,80,0.0068749999999999645,90,0,1
13,00:01:05,306.15,305.4,0.75,0.4132991672688391,80,0.009375,90,0,1
14,00:01:10,306.15,305.4,0.75,0.4132991672688391,80,0.009375,90,0,1
15,00:01:15,306.15,305.4,0.75,0.4132991672688391,80,0.009375,90,0,1
16,00:01:20,306.75,305.4,1.3500000000000014,0.4132991672688391,80,0.01687500000000002,90,0,1
17,00:01:25,306.54999999999995,305.4,1.1499999999999986,0.4132991672688391,80,0.014374999999999982,90,0,1
18,00:01:30,306.54999999999995,305.9,0.6499999999999986,0.4132991672688391,80,0.008124999999999983,90,0,1
19,00:01:35,306.75,305.4,1.3500000000000014,0.4132991672688391,80,0.01687500000000002,90,0,1
20,00:01:40,306.95,305.4,1.5499999999999972,0.4132991672688391,80,0.019374999999999965,90,0,1
21,00:01:45,307.34999999999997,305.65,1.7000000000000028,0.4132991672688391,80,0.021250000000000036,90,0,1
22,00:01:50,307.34999999999997,305.9,1.4500000000000028,0.4132991672688391,80,0.018125000000000037,90,0,1
23,00:01:55,307.75,306.15,1.6000000000000014,0.4132991672688391,80,0.020000000000000018,90,0,1
24,00:02:00,307.75,305.9,1.8500000000000014,0.4132991672688391,80,0.023125000000000017,90,0,1
25,00:02:05,308.34999999999997,306.4,1.9500000000000028,0.4132991672688391,80,0.024375000000000036,90,0,1
26,00:02:10,308.34999999999997,306.15,2.200000000000003,0.4132991672688391,80,0.027500000000000035,90,0,1
27,00:02:15,308.54999999999995,306.4,2.1499999999999986,0.4132991672688391,80,0.026874999999999982,90,0,1
28,00:02:20,309.15,306.4,2.75,0.4132991672688391,80,0.034375,90,0,1
29,00:02:25,309.34999999999997,306.15,3.200000000000003,0.4132991672688391,80,0.040000000000000036,90,0,1
30,00:02:30,309.95,306.4,3.549999999999997,0.4132991672688391,80,0.04437499999999996,90,0,1
31,00:02:35,310.15,306.4,3.75,0.4132991672688391,80,0.046875,90,0,1
32,00:02:40,310.34999999999997,306.4,3.950000000000003,0.4132991672688391,80,0.04937500000000004,90,0,1
33,00:02:45,310.54999999999995,306.4,4.149999999999999,0.4132991672688391,80,0.051874999999999984,90,0,1
34,00:02:50,310.95,306.4,4.549999999999997,0.4132991672688391,80,0.05687499999999997,90,0,1
35,00:02:55,311.34999999999997,306.4,4.950000000000003,0.4132991672688391,80,0.061875000000000034,90,0,1
36,00:03:00,311.34999999999997,306.9,4.450000000000003,0.4132991672688391,80,0.055625000000000036,90,0,1
37,00:03:05,311.54999999999995,306.9,4.649999999999999,0.4132991672688391,80,0.05812499999999998,90,0,1
38,00:03:10,311.95,306.9,5.049999999999997,0.4132991672688391,80,0.06312499999999996,90,0,1
39,00:03:15,312.54999999999995,307.15,5.399999999999999,0.4132991672688391,80,0.06749999999999998,90,0,1
40,00:03:20,312.75,307.15,5.600000000000001,0.4132991672688391,80,0.07000000000000002,90,0,1
41,00:03:25,313.15,307.15,6.0,0.4132991672688391,80,0.075,90,0,1
42,00:03:30,313.75,307.15,6.600000000000001,0.4132991672688391,80,0.08250000000000002,90,0,1
43,00:03:35,313.95,307.15,6.799999999999997,0.4132991672688391,80,0.08499999999999996,90,0,1
44,00:03:40,314.15,307.4,6.75,0.4132991672688391,80,0.084375,90,0,1
