,t(min),Te[K],Tc[K],dT[K],P[bar],Q[W],TR[K/W],alpha,beta,phase
0,00:00:00,306.34999999999997,305.9,0.45000000000000284,0.3799685892632876,100,0.004500000000000028,90,0,1
1,00:00:05,306.15,306.15,0.0,0.3799685892632876,100,0.0,90,0,1
2,00:00:10,306.15,305.9,0.25,0.3799685892632876,100,0.0025,90,0,1
3,00:00:15,306.15,306.15,0.0,0.3799685892632876,100,0.0,90,0,1
4,00:00:20,306.75,306.15,0.6000000000000014,0.3799685892632876,100,0.006000000000000014,90,0,1
5,00:00:25,306.54999999999995,306.15,0.3999999999999986,0.3799685892632876,100,0.003999999999999986,90,0,1
6,00:00:30,306.95,306.15,0.7999999999999972,0.3799685892632876,100,0.007999999999999972,90,0,1
7,00:00:35,306.75,306.4,0.3500000000000014,0.3799685892632876,100,0.0035000000000000144,90,0,1
8,00:00:40,307.34999999999997,306.15,1.2000000000000028,0.3799685892632876,100,0.012000000000000028,90,0,1
9,00:00:45,307.54999999999995,306.15,1.3999999999999986,0.3799685892632876,100,0.013999999999999986,90,0,1
10,00:00:50,307.95,306.15,1.7999999999999972,0.3799685892632876,100,0.01799999999999997,90,0,1
11,00:00:55,307.95,306.15,1.7999999999999972,0.3799685892632876,100,0.01799999999999997,90,0,1
12,00:01:00,308.15,306.15,2.0,0.3799685892632876,100,0.02,90,0,1
13,00:01:05,308.34999999999997,306.4,1.9500000000000028,0.3799685892632876,100,0.019500000000000028,90,0,1
14,00:01:10,308.34999999999997,306.4,1.9500000000000028,0.3799685892632876,100,0.019500000000000028,90,0,1
15,00:01:15,309.15,306.4,2.75,0.3799685892632876,100,0.0275,90,0,1
16,00:01:20,309.15,306.4,2.75,0.3799685892632876,100,0.0275,90,0,1
17,00:01:25,309.95,306.4,3.549999999999997,0.3799685892632876,100,0.03549999999999997,90,0,1
18,00:01:30,309.75,306.4,3.3500000000000014,0.3799685892632876,100,0.033500000000000016,90,0,1
19,00:01:35,309.95,306.4,3.549999999999997,0.3799685892632876,100,0.03549999999999997,90,0,1
20,00:01:40,310.75,306.65,4.100000000000001,0.3799685892632876,100,0.041000000000000016,90,0,1
21,00:01:45,310.75,306.65,4.100000000000001,0.3799685892632876,100,0.041000000000000016,90,0,1
22,00:01:50,311.34999999999997,306.65,4.700000000000003,0.3799685892632876,100,0.04700000000000003,90,0,1
