,t(min),Te[K],Tc[K],dT[K],P[bar],Q[W],TR[K/W],alpha,beta,phase,Fluid
0,00:00:00,304.15,304.15,0.0,0.3799685892632876,60,0.0,90,0,1,Al2O3_DI_Water
1,00:00:05,304.15,304.15,0.0,0.3799685892632876,60,0.0,90,0,1,Al2O3_DI_Water
2,00:00:10,304.34999999999997,304.15,0.1999999999999993,0.3799685892632876,60,0.0033333333333333214,90,0,1,Al2O3_DI_Water
3,00:00:15,304.54999999999995,304.4,0.14999999999999858,0.3799685892632876,60,0.002499999999999976,90,0,1,Al2O3_DI_Water
4,00:00:20,304.54999999999995,304.4,0.14999999999999858,0.3799685892632876,60,0.002499999999999976,90,0,1,Al2O3_DI_Water
5,00:00:25,304.54999999999995,304.4,0.14999999999999858,0.3799685892632876,60,0.002499999999999976,90,0,1,Al2O3_DI_Water
6,00:00:30,304.54999999999995,304.4,0.14999999999999858,0.3799685892632876,60,0.002499999999999976,90,0,1,Al2O3_DI_Water
7,00:00:35,304.54999999999995,304.4,0.14999999999999858,0.3799685892632876,60,0.002499999999999976,90,0,1,Al2O3_DI_Water
8,00:00:40,304.54999999999995,304.4,0.14999999999999858,0.3799685892632876,60,0.002499999999999976,90,0,1,Al2O3_DI_Water
9,00:00:45,304.54999999999995,304.4,0.14999999999999858,0.3799685892632876,60,0.002499999999999976,90,0,1,Al2O3_DI_Water
10,00:00:50,305.15,304.9,0.25,0.3799685892632876,60,0.004166666666666667,90,0,1,Al2O3_DI_Water
11,00:00:55,305.34999999999997,305.15,0.20000000000000284,0.3799685892632876,60,0.003333333333333381,90,0,1,Al2O3_DI_Water
12,00:01:00,305.34999999999997,305.15,0.20000000000000284,0.3799685892632876,60,0.003333333333333381,90,0,1,Al2O3_DI_Water
13,00:01:05,304.54999999999995,304.15,0.3999999999999986,0.3799685892632876,60,0.006666666666666643,90,0,1,Al2O3_DI_Water
14,00:01:10,304.75,304.4,0.3500000000000014,0.3799685892632876,60,0.005833333333333357,90,0,1,Al2O3_DI_Water
15,00:01:15,304.75,304.4,0.3500000000000014,0.3799685892632876,60,0.005833333333333357,90,0,1,Al2O3_DI_Water
16,00:01:20,304.95,304.4,0.5500000000000007,0.3799685892632876,60,0.009166666666666679,90,0,1,Al2O3_DI_Water
17,00:01:25,304.75,304.15,0.6000000000000014,0.3799685892632876,60,0.010000000000000024,90,0,1,Al2O3_DI_Water
18,00:01:30,304.95,304.4,0.5500000000000007,0.3799685892632876,60,0.009166666666666679,90,0,1,Al2O3_DI_Water
19,00:01:35,305.15,304.4,0.75,0.3799685892632876,60,0.0125,90,0,1,Al2O3_DI_Water
20,00:01:40,305.34999999999997,304.4,0.9500000000000028,0.3799685892632876,60,0.01583333333333338,90,0,1,Al2O3_DI_Water
21,00:01:45,305.15,304.4,0.75,0.3799685892632876,60,0.0125,90,0,1,Al2O3_DI_Water
22,00:01:50,305.54999999999995,304.4,1.1499999999999986,0.3799685892632876,60,0.019166666666666644,90,0,1,Al2O3_DI_Water
23,00:01:55,305.75,304.4,1.3500000000000014,0.3799685892632876,60,0.022500000000000023,90,0,1,Al2O3_DI_Water
24,00:02:00,305.95,304.4,1.5499999999999972,0.3799685892632876,60,0.025833333333333285,90,0,1,Al2O3_DI_Water
25,00:02:05,305.95,304.4,1.5499999999999972,0.3799685892632876,60,0.025833333333333285,90,0,1,Al2O3_DI_Water
