,Te[K],Tc[K],dT[K],P[bar],Q[W],Fluid,FR,TR[K/W]
99,353.15,329.15,24.0,0.7466049473243546,80,DI_Water,60,0.3
100,353.75,329.4,24.349999999999994,0.7466049473243546,80,DI_Water,60,0.3043749999999999
101,354.35,330.15,24.200000000000003,0.7799355253299061,80,DI_Water,60,0.3025
102,355.15,330.4,24.75,0.7799355253299061,80,DI_Water,60,0.309375
103,355.35,330.9,24.450000000000003,0.8132661033354576,80,DI_Water,60,0.305625
104,356.15,331.65,24.5,0.8132661033354576,80,DI_Water,60,0.30625
105,356.35,331.65,24.700000000000003,0.8132661033354576,80,DI_Water,60,0.30875
106,356.35,332.15,24.200000000000003,0.8132661033354576,80,DI_Water,60,0.3025
107,357.15,332.9,24.25,0.8132661033354576,80,DI_Water,60,0.303125
108,357.54999999999995,332.9,24.65000000000001,0.8132661033354576,80,DI_Water,60,0.3081250000000001
109,357.54999999999995,333.15,24.40000000000001,0.8465966813410092,80,DI_Water,60,0.305
110,357.95,333.65,24.3,0.8465966813410092,80,DI_Water,60,0.3037499999999999
111,358.75,333.65,25.099999999999994,0.8799272593465607,80,DI_Water,60,0.3137499999999999
112,358.54999999999995,334.15,24.40000000000001,0.8799272593465607,80,DI_Water,60,0.305
113,358.95,334.15,24.8,0.8799272593465607,80,DI_Water,60,0.3099999999999999
114,359.15,334.65,24.5,0.9132578373521122,80,DI_Water,60,0.30625
115,359.75,334.65,25.099999999999994,0.9132578373521122,80,DI_Water,60,0.3137499999999999
116,359.95,334.65,25.3,0.9132578373521122,80,DI_Water,60,0.31625
117,360.35,334.65,25.700000000000003,0.9132578373521122,80,DI_Water,60,0.32125
118,360.35,335.65,24.700000000000003,0.9132578373521122,80,DI_Water,60,0.30875
119,360.35,335.65,24.700000000000003,0.9132578373521122,80,DI_Water,60,0.30875
120,360.35,336.4,23.950000000000003,0.9465884153576638,80,DI_Water,60,0.299375
121,361.35,336.4,24.950000000000003,0.9465884153576638,80,DI_Water,60,0.311875
122,361.35,336.4,24.950000000000003,0.9465884153576638,80,DI_Water,60,0.311875
123,361.75,336.9,24.849999999999994,0.9465884153576638,80,DI_Water,60,0.3106249999999999
124,361.75,336.9,24.849999999999994,0.9465884153576638,80,DI_Water,60,0.3106249999999999
125,361.75,336.65,25.099999999999994,0.9465884153576638,80,DI_Water,60,0.3137499999999999
126,361.75,336.9,24.849999999999994,0.9465884153576638,80,DI_Water,60,0.3106249999999999
127,361.75,337.15,24.599999999999994,0.9465884153576638,80,DI_Water,60,0.3074999999999999
128,362.35,337.9,24.450000000000003,0.9465884153576638,80,DI_Water,60,0.305625
129,362.35,338.15,24.200000000000003,0.9465884153576638,80,DI_Water,60,0.3025
130,362.35,338.4,23.950000000000003,0.9465884153576638,80,DI_Water,60,0.299375
131,362.75,338.15,24.599999999999994,0.9465884153576638,80,DI_Water,60,0.3074999999999999
132,362.95,338.9,24.05,0.9465884153576638,80,DI_Water,60,0.300625
133,362.95,338.9,24.05,0.9799189933632152,80,DI_Water,60,0.300625
134,362.75,339.15,23.599999999999994,0.9799189933632152,80,DI_Water,60,0.2949999999999999
135,362.75,338.65,24.099999999999994,0.9799189933632152,80,DI_Water,60,0.3012499999999999
136,362.75,339.15,23.599999999999994,0.9799189933632152,80,DI_Water,60,0.2949999999999999
137,362.75,338.4,24.349999999999994,0.9799189933632152,80,DI_Water,60,0.3043749999999999
138,362.15,337.9,24.25,0.9799189933632152,80,DI_Water,60,0.303125
139,362.15,337.9,24.25,0.9799189933632152,80,DI_Water,60,0.303125
140,362.55,338.65,23.90000000000001,0.9799189933632152,80,DI_Water,60,0.29875
141,362.55,338.9,23.65000000000001,0.9799189933632152,80,DI_Water,60,0.2956250000000001
142,363.15,339.15,24.0,0.9799189933632152,80,DI_Water,60,0.3
143,362.95,339.4,23.55,0.9799189933632152,80,DI_Water,60,0.2943749999999999
144,363.55,339.65,23.90000000000001,0.9799189933632152,80,DI_Water,60,0.29875
145,363.75,340.4,23.349999999999994,0.9799189933632152,80,DI_Water,60,0.2918749999999999
146,303.75,303.15,0.6000000000000014,0.3799685892632876,80,DI_Water,60,0.0075
147,303.95,303.15,0.8000000000000007,0.3799685892632876,80,DI_Water,60,0.01
148,303.95,303.15,0.8000000000000007,0.3799685892632876,80,DI_Water,60,0.01
149,304.95,303.15,1.8000000000000007,0.3799685892632876,80,DI_Water,60,0.0225
150,306.35,303.4,2.950000000000003,0.3799685892632876,80,DI_Water,60,0.036875
151,307.75,304.15,3.6000000000000014,0.3799685892632876,80,DI_Water,60,0.045
152,309.35,304.9,4.450000000000003,0.3799685892632876,80,DI_Water,60,0.055625
153,311.15,305.4,5.75,0.3799685892632876,80,DI_Water,60,0.071875
154,313.15,306.15,7.0,0.3799685892632876,80,DI_Water,60,0.0875
155,314.95,306.9,8.049999999999997,0.3799685892632876,80,DI_Water,60,0.1006249999999999
156,316.95,307.65,9.299999999999995,0.3799685892632876,80,DI_Water,60,0.1162499999999999
157,318.54999999999995,308.65,9.9,0.3799685892632876,80,DI_Water,60,0.1237499999999999
158,320.35,309.15,11.200000000000005,0.3799685892632876,80,DI_Water,60,0.14
159,322.35,310.4,11.950000000000005,0.3799685892632876,80,DI_Water,60,0.149375
160,323.95,311.15,12.799999999999995,0.4132991672688391,80,DI_Water,60,0.1599999999999999
161,325.35,311.65,13.700000000000005,0.4132991672688391,80,DI_Water,60,0.17125
162,326.95,312.4,14.549999999999995,0.4132991672688391,80,DI_Water,60,0.1818749999999999
163,328.54999999999995,313.4,15.15,0.4132991672688391,80,DI_Water,60,0.189375
164,330.15,313.9,16.25,0.4466297452743906,80,DI_Water,60,0.203125
165,331.75,314.65,17.1,0.4466297452743906,80,DI_Water,60,0.21375
166,332.95,315.4,17.549999999999997,0.4466297452743906,80,DI_Water,60,0.2193749999999999
167,334.35,316.15,18.200000000000003,0.4799603232799422,80,DI_Water,60,0.2275
168,335.35,316.65,18.700000000000003,0.4799603232799422,80,DI_Water,60,0.23375
169,336.54999999999995,317.15,19.4,0.4799603232799422,80,DI_Water,60,0.2425
170,337.95,318.15,19.8,0.4799603232799422,80,DI_Water,60,0.2474999999999999
171,338.95,318.4,20.55,0.5132909012854937,80,DI_Water,60,0.2568749999999999
172,340.35,319.15,21.200000000000003,0.5132909012854937,80,DI_Water,60,0.265
173,340.95,319.9,21.05,0.5466214792910453,80,DI_Water,60,0.2631249999999999
174,341.95,320.4,21.55,0.5466214792910453,80,DI_Water,60,0.269375
175,342.95,320.9,22.05,0.5799520572965968,80,DI_Water,60,0.2756249999999999
176,343.75,320.9,22.849999999999994,0.5799520572965968,80,DI_Water,60,0.2856249999999999
177,345.15,321.9,23.25,0.6132826353021483,80,DI_Water,60,0.290625
178,345.75,322.15,23.599999999999994,0.6132826353021483,80,DI_Water,60,0.2949999999999999
179,346.75,322.9,23.849999999999994,0.6132826353021483,80,DI_Water,60,0.2981249999999999
180,346.95,323.15,23.8,0.6132826353021483,80,DI_Water,60,0.2975
181,347.54999999999995,323.15,24.40000000000001,0.6466132133076999,80,DI_Water,60,0.305
182,348.75,324.15,24.599999999999994,0.6799437913132514,80,DI_Water,60,0.3074999999999999
183,349.15,324.4,24.75,0.6799437913132514,80,DI_Water,60,0.309375
184,349.54999999999995,324.9,24.65000000000001,0.6799437913132514,80,DI_Water,60,0.3081250000000001
185,349.95,325.15,24.8,0.6799437913132514,80,DI_Water,60,0.3099999999999999
186,347.35,327.65,19.700000000000003,0.713274369318803,80,DI_Water,60,0.24625
187,349.95,328.15,21.8,0.713274369318803,80,DI_Water,60,0.2724999999999999
188,350.95,328.9,22.05,0.7466049473243546,80,DI_Water,60,0.2756249999999999
189,349.35,331.15,18.200000000000003,0.7466049473243546,80,DI_Water,60,0.2275
190,350.95,330.15,20.8,0.7466049473243546,80,DI_Water,60,0.2599999999999999
191,352.15,329.9,22.25,0.7466049473243546,80,DI_Water,60,0.278125
192,352.95,329.9,23.05,0.7466049473243546,80,DI_Water,60,0.2881249999999999
193,353.15,329.4,23.75,0.7799355253299061,80,DI_Water,60,0.296875
194,353.75,330.65,23.099999999999994,0.7799355253299061,80,DI_Water,60,0.2887499999999999
195,354.15,331.15,23.0,0.8132661033354576,80,DI_Water,60,0.2875
196,354.54999999999995,331.4,23.15000000000001,0.8132661033354576,80,DI_Water,60,0.289375
197,354.54999999999995,331.65,22.90000000000001,0.8132661033354576,80,DI_Water,60,0.28625
198,354.95,332.65,22.3,0.8132661033354576,80,DI_Water,60,0.2787499999999999
199,355.54999999999995,332.65,22.90000000000001,0.8132661033354576,80,DI_Water,60,0.28625
200,355.95,332.9,23.05,0.8132661033354576,80,DI_Water,60,0.2881249999999999
201,355.95,333.4,22.55,0.8132661033354576,80,DI_Water,60,0.281875
202,356.54999999999995,333.9,22.65000000000001,0.8132661033354576,80,DI_Water,60,0.283125
203,356.54999999999995,334.9,21.65000000000001,0.8132661033354576,80,DI_Water,60,0.270625
204,356.54999999999995,334.9,21.65000000000001,0.8132661033354576,80,DI_Water,60,0.270625
205,356.95,335.4,21.55,0.8132661033354576,80,DI_Water,60,0.269375
206,357.35,335.9,21.450000000000003,0.8465966813410092,80,DI_Water,60,0.268125
207,357.54999999999995,336.15,21.40000000000001,0.8465966813410092,80,DI_Water,60,0.2675
208,357.75,335.9,21.849999999999994,0.8465966813410092,80,DI_Water,60,0.2731249999999999
209,357.54999999999995,336.15,21.40000000000001,0.8465966813410092,80,DI_Water,60,0.2675
210,358.35,336.65,21.700000000000003,0.8465966813410092,80,DI_Water,60,0.27125
211,357.95,336.65,21.3,0.8465966813410092,80,DI_Water,60,0.26625
212,358.75,337.15,21.599999999999994,0.8465966813410092,80,DI_Water,60,0.2699999999999999
213,358.75,337.9,20.849999999999994,0.8799272593465607,80,DI_Water,60,0.2606249999999999
214,359.15,337.65,21.5,0.8799272593465607,80,DI_Water,60,0.26875
215,359.54999999999995,338.4,21.15000000000001,0.8799272593465607,80,DI_Water,60,0.2643750000000001
216,359.15,337.9,21.25,0.8799272593465607,80,DI_Water,60,0.265625
217,359.15,338.65,20.5,0.8799272593465607,80,DI_Water,60,0.25625
218,359.15,339.15,20.0,0.8799272593465607,80,DI_Water,60,0.25
219,359.54999999999995,339.15,20.40000000000001,0.8799272593465607,80,DI_Water,60,0.255
220,360.15,339.15,21.0,0.8799272593465607,80,DI_Water,60,0.2625
221,359.75,339.15,20.599999999999994,0.8799272593465607,80,DI_Water,60,0.2574999999999999
222,360.15,340.15,20.0,0.8799272593465607,80,DI_Water,60,0.25
223,360.15,340.15,20.0,0.9132578373521122,80,DI_Water,60,0.25
224,361.55,340.4,21.15000000000001,0.9132578373521122,80,DI_Water,60,0.2643750000000001
225,360.75,339.9,20.849999999999994,0.9132578373521122,80,DI_Water,60,0.2606249999999999
226,361.35,339.9,21.450000000000003,0.9132578373521122,80,DI_Water,60,0.268125
227,361.55,341.15,20.40000000000001,0.9465884153576638,80,DI_Water,60,0.255
228,361.55,340.9,20.65000000000001,0.9465884153576638,80,DI_Water,60,0.258125
229,361.75,341.4,20.349999999999994,0.9465884153576638,80,DI_Water,60,0.2543749999999999
230,361.95,341.9,20.05,0.9465884153576638,80,DI_Water,60,0.250625
231,362.15,342.4,19.75,0.9465884153576638,80,DI_Water,60,0.246875
232,362.15,341.9,20.25,0.9465884153576638,80,DI_Water,60,0.253125
233,361.75,340.9,20.849999999999994,0.9465884153576638,80,DI_Water,60,0.2606249999999999
234,361.75,341.15,20.599999999999994,0.9465884153576638,80,DI_Water,60,0.2574999999999999
235,361.55,341.65,19.90000000000001,0.9465884153576638,80,DI_Water,60,0.24875
236,361.75,341.65,20.099999999999994,0.9465884153576638,80,DI_Water,60,0.2512499999999999
237,362.55,341.65,20.90000000000001,0.9465884153576638,80,DI_Water,60,0.2612500000000001
238,362.55,342.15,20.40000000000001,0.9465884153576638,80,DI_Water,60,0.255
239,362.15,341.65,20.5,0.9465884153576638,80,DI_Water,60,0.25625
240,361.95,341.4,20.55,0.9465884153576638,80,DI_Water,60,0.2568749999999999
241,362.35,340.9,21.450000000000003,0.9465884153576638,80,DI_Water,60,0.268125
242,362.55,340.9,21.65000000000001,0.9465884153576638,80,DI_Water,60,0.270625
243,362.75,341.4,21.349999999999994,0.9465884153576638,80,DI_Water,60,0.2668749999999999
244,362.75,341.9,20.849999999999994,0.9465884153576638,80,DI_Water,60,0.2606249999999999
245,362.75,341.9,20.849999999999994,0.9465884153576638,80,DI_Water,60,0.2606249999999999
246,362.35,341.4,20.950000000000003,0.9465884153576638,80,DI_Water,60,0.261875
247,362.95,342.4,20.55,0.9465884153576638,80,DI_Water,60,0.2568749999999999
248,362.95,342.4,20.55,0.9465884153576638,80,DI_Water,60,0.2568749999999999
249,362.55,342.15,20.40000000000001,0.9465884153576638,80,DI_Water,60,0.255
250,362.95,342.15,20.8,0.9465884153576638,80,DI_Water,60,0.2599999999999999
251,363.35,341.15,22.200000000000003,0.9465884153576638,80,DI_Water,60,0.2775
252,362.55,340.9,21.65000000000001,0.9465884153576638,80,DI_Water,60,0.270625
253,362.75,341.4,21.349999999999994,0.9465884153576638,80,DI_Water,60,0.2668749999999999
254,363.15,341.4,21.75,0.9465884153576638,80,DI_Water,60,0.271875
255,362.75,341.65,21.099999999999994,0.9465884153576638,80,DI_Water,60,0.2637499999999999
256,363.35,341.9,21.450000000000003,0.9465884153576638,80,DI_Water,60,0.268125
257,363.55,342.4,21.15000000000001,0.9465884153576638,80,DI_Water,60,0.2643750000000001
258,362.95,342.4,20.55,0.9465884153576638,80,DI_Water,60,0.2568749999999999
259,363.15,342.9,20.25,0.9465884153576638,80,DI_Water,60,0.253125
260,363.55,342.9,20.65000000000001,0.9465884153576638,80,DI_Water,60,0.258125
261,363.35,342.9,20.450000000000003,0.9465884153576638,80,DI_Water,60,0.255625
262,363.55,343.15,20.40000000000001,0.9465884153576638,80,DI_Water,60,0.255
263,362.75,343.15,19.599999999999994,0.9465884153576638,80,DI_Water,60,0.2449999999999999
264,362.95,343.4,19.55,0.9465884153576638,80,DI_Water,60,0.2443749999999999
265,362.95,343.15,19.8,0.9465884153576638,80,DI_Water,60,0.2474999999999999
266,363.35,343.65,19.700000000000003,0.9465884153576638,80,DI_Water,60,0.24625
267,303.15,303.15,0.0,0.4799603232799422,80,DI_Water,60,0.0
268,303.15,303.15,0.0,0.4799603232799422,80,DI_Water,60,0.0
269,303.95,303.15,0.8000000000000007,0.4799603232799422,80,DI_Water,60,0.01
270,304.75,303.15,1.6000000000000014,0.4799603232799422,80,DI_Water,60,0.02
271,306.15,303.15,3.0,0.4799603232799422,80,DI_Water,60,0.0375
272,307.54999999999995,304.15,3.3999999999999986,0.4799603232799422,80,DI_Water,60,0.0424999999999999
273,309.95,304.65,5.299999999999997,0.4799603232799422,80,DI_Water,60,0.0662499999999999
274,311.75,305.15,6.600000000000001,0.4799603232799422,80,DI_Water,60,0.0825
275,313.35,305.65,7.700000000000003,0.4799603232799422,80,DI_Water,60,0.09625
276,315.54999999999995,306.65,8.899999999999999,0.4799603232799422,80,DI_Water,60,0.1112499999999999
277,317.15,307.4,9.75,0.4799603232799422,80,DI_Water,60,0.121875
278,319.15,308.4,10.75,0.4799603232799422,80,DI_Water,60,0.134375
279,321.35,308.9,12.450000000000005,0.4799603232799422,80,DI_Water,60,0.155625
280,322.95,309.4,13.549999999999995,0.4799603232799422,80,DI_Water,60,0.1693749999999999
281,324.35,310.15,14.200000000000005,0.5132909012854937,80,DI_Water,60,0.1775
282,325.95,311.15,14.799999999999995,0.5132909012854937,80,DI_Water,60,0.1849999999999999
283,327.75,311.9,15.85,0.5466214792910453,80,DI_Water,60,0.198125
284,329.35,312.65,16.700000000000003,0.5466214792910453,80,DI_Water,60,0.20875
285,331.35,313.4,17.950000000000003,0.5466214792910453,80,DI_Water,60,0.224375
286,332.35,313.9,18.450000000000003,0.5799520572965968,80,DI_Water,60,0.230625
287,333.75,314.65,19.1,0.5799520572965968,80,DI_Water,60,0.23875
288,335.15,315.65,19.5,0.5799520572965968,80,DI_Water,60,0.24375
289,336.54999999999995,315.9,20.65,0.6132826353021483,80,DI_Water,60,0.258125
290,337.35,316.65,20.700000000000003,0.6132826353021483,80,DI_Water,60,0.25875
291,339.15,317.4,21.75,0.6466132133076999,80,DI_Water,60,0.271875
292,340.15,318.4,21.75,0.6466132133076999,80,DI_Water,60,0.271875
293,341.75,319.4,22.349999999999994,0.6799437913132514,80,DI_Water,60,0.2793749999999999
294,342.54999999999995,319.4,23.15000000000001,0.6799437913132514,80,DI_Water,60,0.289375
295,343.54999999999995,319.9,23.65000000000001,0.713274369318803,80,DI_Water,60,0.2956250000000001
296,344.54999999999995,319.9,24.65000000000001,0.7466049473243546,80,DI_Water,60,0.3081250000000001
297,345.15,320.15,25.0,0.7466049473243546,80,DI_Water,60,0.3125
298,346.54999999999995,321.15,25.40000000000001,0.7466049473243546,80,DI_Water,60,0.3175
299,346.95,322.15,24.8,0.7799355253299061,80,DI_Water,60,0.3099999999999999
300,347.54999999999995,322.4,25.15000000000001,0.8132661033354576,80,DI_Water,60,0.314375
301,348.54999999999995,322.9,25.65000000000001,0.8132661033354576,80,DI_Water,60,0.320625
302,349.35,323.15,26.200000000000003,0.8132661033354576,80,DI_Water,60,0.3275
303,349.75,323.15,26.599999999999994,0.8465966813410092,80,DI_Water,60,0.3324999999999999
304,350.54999999999995,323.9,26.65000000000001,0.8465966813410092,80,DI_Water,60,0.333125
305,350.95,324.15,26.8,0.8465966813410092,80,DI_Water,60,0.3349999999999999
306,351.54999999999995,324.9,26.65000000000001,0.8799272593465607,80,DI_Water,60,0.333125
307,352.35,325.65,26.700000000000003,0.9132578373521122,80,DI_Water,60,0.33375
308,352.54999999999995,326.65,25.90000000000001,0.9465884153576638,80,DI_Water,60,0.3237500000000001
309,352.75,326.65,26.099999999999994,0.9465884153576638,80,DI_Water,60,0.3262499999999999
310,353.35,326.9,26.450000000000003,0.9799189933632152,80,DI_Water,60,0.330625
311,354.35,327.65,26.700000000000003,0.9799189933632152,80,DI_Water,60,0.33375
312,354.75,328.4,26.349999999999994,0.9799189933632152,80,DI_Water,60,0.3293749999999999
313,354.75,329.15,25.599999999999994,0.9799189933632152,80,DI_Water,60,0.3199999999999999
314,355.15,328.9,26.25,0.9799189933632152,80,DI_Water,60,0.328125
315,302.15,301.9,0.25,0.3799685892632876,80,Al2O3_DI_Water,60,0.003125
316,302.95,301.9,0.916666666666668,0.3799685892632876,80,Al2O3_DI_Water,60,0.0114583333333333
317,304.15,302.15,1.666666666666668,0.3799685892632876,80,Al2O3_DI_Water,60,0.0208333333333333
318,305.75,302.15,3.0,0.3799685892632876,80,Al2O3_DI_Water,60,0.0375
319,307.15,303.15,3.0,0.3799685892632876,80,Al2O3_DI_Water,60,0.0375
320,308.54999999999995,303.9,3.25,0.3799685892632876,80,Al2O3_DI_Water,60,0.040625
