,t(min),Te[K],Tc[K],dT[K],P[bar],Q[W],TR[K/W],alpha,beta,phase
0,00:00:00,304.15,304.15,0.0,0.4132991672688391,120,0.0,90,0,1
1,00:00:05,304.15,304.15,0.0,0.4132991672688391,120,0.0,90,0,1
2,00:00:10,304.15,304.15,0.0,0.4132991672688391,120,0.0,90,0,1
3,00:00:15,304.34999999999997,304.15,0.1999999999999993,0.4132991672688391,120,0.0016666666666666607,90,0,1
4,00:00:20,304.34999999999997,304.15,0.1999999999999993,0.4132991672688391,120,0.0016666666666666607,90,0,1
5,00:00:25,304.34999999999997,304.15,0.1999999999999993,0.4132991672688391,120,0.0016666666666666607,90,0,1
6,00:00:30,304.15,304.15,0.0,0.4132991672688391,120,0.0,90,0,1
7,00:00:35,304.34999999999997,304.15,0.1999999999999993,0.4132991672688391,120,0.0016666666666666607,90,0,1
8,00:00:40,304.34999999999997,304.15,0.1999999999999993,0.4132991672688391,120,0.0016666666666666607,90,0,1
9,00:00:45,304.75,304.15,0.6000000000000014,0.4132991672688391,120,0.005000000000000012,90,0,1
10,00:00:50,304.54999999999995,304.15,0.3999999999999986,0.4132991672688391,120,0.0033333333333333214,90,0,1
11,00:00:55,304.54999999999995,304.4,0.14999999999999858,0.4132991672688391,120,0.001249999999999988,90,0,1
12,00:01:00,304.95,304.4,0.5500000000000007,0.4132991672688391,120,0.004583333333333339,90,0,1
13,00:01:05,305.15,304.4,0.75,0.4132991672688391,120,0.00625,90,0,1
14,00:01:10,305.34999999999997,304.4,0.9500000000000028,0.4132991672688391,120,0.00791666666666669,90,0,1
15,00:01:15,305.34999999999997,304.4,0.9500000000000028,0.4132991672688391,120,0.00791666666666669,90,0,1
16,00:01:20,305.54999999999995,304.4,1.1499999999999986,0.4132991672688391,120,0.009583333333333322,90,0,1
17,00:01:25,305.95,304.4,1.5499999999999972,0.4132991672688391,120,0.012916666666666642,90,0,1
18,00:01:30,306.15,304.4,1.75,0.4132991672688391,120,0.014583333333333334,90,0,1
19,00:01:35,306.34999999999997,304.4,1.9500000000000028,0.4132991672688391,120,0.016250000000000025,90,0,1
20,00:01:40,306.95,304.4,2.549999999999997,0.4132991672688391,120,0.021249999999999977,90,0,1
21,00:01:45,307.15,304.4,2.75,0.4132991672688391,120,0.022916666666666665,90,0,1
22,00:01:50,307.34999999999997,304.4,2.950000000000003,0.4132991672688391,120,0.024583333333333356,90,0,1
23,00:01:55,308.34999999999997,304.65,3.700000000000003,0.4132991672688391,120,0.03083333333333336,90,0,1
24,00:02:00,308.34999999999997,304.9,3.450000000000003,0.4132991672688391,120,0.028750000000000022,90,0,1
25,00:02:05,308.95,304.9,4.049999999999997,0.4132991672688391,120,0.033749999999999974,90,0,1
26,00:02:10,309.15,305.15,4.0,0.4132991672688391,120,0.03333333333333333,90,0,1
27,00:02:15,309.75,305.15,4.600000000000001,0.4132991672688391,120,0.038333333333333344,90,0,1
28,00:02:20,310.34999999999997,305.15,5.200000000000003,0.4132991672688391,120,0.043333333333333356,90,0,1
29,00:02:25,310.34999999999997,305.15,5.200000000000003,0.4132991672688391,120,0.043333333333333356,90,0,1
30,00:02:30,311.34999999999997,305.15,6.200000000000003,0.4132991672688391,120,0.05166666666666669,90,0,1
31,00:02:35,311.54999999999995,305.4,6.149999999999999,0.4132991672688391,120,0.05124999999999999,90,0,1
32,00:02:40,311.75,305.15,6.600000000000001,0.4132991672688391,120,0.055000000000000014,90,0,1
33,00:02:45,312.34999999999997,305.15,7.200000000000003,0.4132991672688391,120,0.060000000000000026,90,0,1
34,00:02:50,312.95,305.65,7.299999999999997,0.4132991672688391,120,0.06083333333333331,90,0,1
