,Te[K],Tc[K],dT[K],P[bar],TR[K/W],Fluid,FR
514,354.35,332.4,17.41666666666667,0.8132661033354576,0.2177083333333334,Al2O3_DI_Water,60
515,355.15,332.65,17.83333333333333,0.8132661033354576,0.2229166666666666,Al2O3_DI_Water,60
516,354.95,332.65,17.5,0.8132661033354576,0.21875,Al2O3_DI_Water,60
517,355.35,332.9,17.58333333333333,0.8132661033354576,0.2197916666666666,Al2O3_DI_Water,60
518,355.35,333.15,17.33333333333333,0.8132661033354576,0.2166666666666666,Al2O3_DI_Water,60
519,355.75,333.15,17.66666666666667,0.8132661033354576,0.2208333333333333,Al2O3_DI_Water,60
520,356.15,333.4,17.75,0.8132661033354576,0.221875,Al2O3_DI_Water,60
521,356.54999999999995,333.65,17.83333333333333,0.8132661033354576,0.2229166666666666,Al2O3_DI_Water,60
522,356.75,333.9,17.91666666666667,0.8132661033354576,0.2239583333333334,Al2O3_DI_Water,60
523,356.95,334.15,18.0,0.8132661033354576,0.225,Al2O3_DI_Water,60
524,356.95,334.9,16.91666666666667,0.8465966813410092,0.2114583333333334,Al2O3_DI_Water,60
525,357.54999999999995,334.9,17.58333333333333,0.8465966813410092,0.2197916666666666,Al2O3_DI_Water,60
526,357.75,334.9,17.91666666666667,0.8465966813410092,0.2239583333333334,Al2O3_DI_Water,60
527,358.15,335.15,18.0,0.8465966813410092,0.225,Al2O3_DI_Water,60
528,358.35,335.4,18.08333333333333,0.8465966813410092,0.2260416666666666,Al2O3_DI_Water,60
529,358.35,335.15,18.33333333333333,0.8465966813410092,0.2291666666666666,Al2O3_DI_Water,60
530,358.54999999999995,335.15,18.66666666666667,0.8465966813410092,0.2333333333333334,Al2O3_DI_Water,60
531,358.75,335.65,18.16666666666667,0.8799272593465607,0.2270833333333334,Al2O3_DI_Water,60
532,359.15,335.9,18.25,0.8799272593465607,0.228125,Al2O3_DI_Water,60
533,359.35,336.15,17.66666666666667,0.8799272593465607,0.2208333333333333,Al2O3_DI_Water,60
534,359.75,336.15,18.33333333333333,0.8799272593465607,0.2291666666666666,Al2O3_DI_Water,60
535,360.15,336.15,18.66666666666667,0.8799272593465607,0.2333333333333334,Al2O3_DI_Water,60
536,360.55,336.15,19.0,0.8799272593465607,0.2375,Al2O3_DI_Water,60
537,360.95,335.65,19.5,0.8799272593465607,0.24375,Al2O3_DI_Water,60
538,360.95,335.65,19.16666666666667,0.8799272593465607,0.2395833333333334,Al2O3_DI_Water,60
539,361.15,336.4,18.75,0.8799272593465607,0.234375,Al2O3_DI_Water,60
540,361.15,336.65,18.5,0.8799272593465607,0.23125,Al2O3_DI_Water,60
541,361.15,336.9,18.25,0.9132578373521122,0.228125,Al2O3_DI_Water,60
542,361.55,336.9,18.25,0.9132578373521122,0.228125,Al2O3_DI_Water,60
543,361.95,337.15,18.33333333333333,0.9132578373521122,0.2291666666666666,Al2O3_DI_Water,60
544,361.95,337.15,18.0,0.9132578373521122,0.225,Al2O3_DI_Water,60
545,362.55,337.15,18.66666666666667,0.9465884153576638,0.2333333333333334,Al2O3_DI_Water,60
546,362.35,337.15,18.66666666666667,0.9465884153576638,0.2333333333333334,Al2O3_DI_Water,60
547,362.55,337.15,18.66666666666667,0.9465884153576638,0.2333333333333334,Al2O3_DI_Water,60
548,362.55,336.9,18.58333333333333,0.9465884153576638,0.2322916666666666,Al2O3_DI_Water,60
549,362.55,337.15,18.33333333333333,0.9465884153576638,0.2291666666666666,Al2O3_DI_Water,60
550,362.55,336.9,18.58333333333333,0.9465884153576638,0.2322916666666666,Al2O3_DI_Water,60
551,362.95,336.9,19.25,0.9465884153576638,0.240625,Al2O3_DI_Water,60
552,363.35,336.9,18.91666666666667,0.9465884153576638,0.2364583333333333,Al2O3_DI_Water,60
553,363.55,337.4,18.41666666666667,0.9465884153576638,0.2302083333333334,Al2O3_DI_Water,60
554,363.75,337.4,18.75,0.9465884153576638,0.234375,Al2O3_DI_Water,60
555,363.35,336.9,18.58333333333333,0.9465884153576638,0.2322916666666666,Al2O3_DI_Water,60
556,363.55,336.9,18.91666666666667,0.9465884153576638,0.2364583333333333,Al2O3_DI_Water,60
557,362.75,338.15,18.33333333333333,0.9465884153576638,0.2291666666666666,Al2O3_DI_Water,60
